구,법정동,계약년월,평균평단가,중위평단가,거래건수
강동구,강동4동,2024-12,5785.4,5804.5,14
강동구,강동4동,2025-01,5761.6,5776.1,11
강동구,강동4동,2025-02,5886.3,5884.2,16
강동구,강동4동,2025-03,5579.1,5514.6,10
강동구,강동4동,2025-06,6256.4,6276.7,9
강동구,강동4동,2025-07,5973.8,5999.2,11
강동구,강동4동,2025-08,5927.0,6015.4,9
강동구,강동4동,2025-09,6419.6,6607.7,9
강동구,강동4동,2025-11,6162.8,6172.8,15
강동구,강동4동,2025-12,6059.7,6057.6,7
강동구,강동4동,2026-02,6075.6,6099.0,9
강동구,강동4동,2026-03,6133.4,6198.5,9
강동구,강동4동,2026-04,6136.6,6017.0,14
강동구,강동4동,2026-05,6140.9,6141.2,12
강동구,강동4동,2026-06,6025.0,5974.7,9
강동구,강동4동,2026-07,6002.0,6100.8,9
강동구,강동4동,2026-08,6253.3,6200.0,9
강북구,강북1동,2024-05,4982.7,4968.3,13
강북구,강북1동,2024-06,5138.3,5087.3,9
강북구,강북1동,2024-07,4868.4,4935.4,8
강북구,강북1동,2024-08,4868.7,4870.8,6
강북구,강북1동,2024-09,4888.7,4895.0,15
강북구,강북1동,2024-10,5022.1,5011.2,6
강북구,강북1동,2024-11,4995.1,4976.1,17
강북구,강북1동,2024-12,4874.1,4845.3,5
강북구,강북1동,2025-01,4989.2,4965.8,12
강북구,강북1동,2025-02,5039.5,4994.4,13
강북구,강북1동,2025-03,5238.3,5167.7,11
강북구,강북1동,2025-04,4904.9,4812.7,7
강북구,강북1동,2025-05,5078.4,5058.5,8
강북구,강북1동,2025-06,5478.7,5509.3,14
강북구,강북1동,2025-07,5076.7,5011.4,10
강북구,강북1동,2025-08,5002.2,5103.4,5
강북구,강북1동,2025-09,5129.0,5070.0,12
강북구,강북1동,2025-10,5182.2,5159.0,8
강북구,강북1동,2025-11,5149.8,5143.4,13
강북구,강북1동,2025-12,4847.2,4922.8,8
강북구,강북1동,2026-01,5014.0,5025.6,9
강북구,강북1동,2026-02,5197.2,5114.4,7
강북구,강북1동,2026-03,5191.2,5157.4,12
강북구,강북1동,2026-04,5253.7,5303.2,4
강북구,강북1동,2026-05,5082.7,5072.8,5
강북구,강북1동,2026-06,4950.9,4991.4,8
강북구,강북1동,2026-07,5281.4,5416.1,7
강북구,강북1동,2026-08,5361.1,5326.6,7
강북구,강북2동,2024-05,4883.4,4912.4,6
강북구,강북2동,2024-06,5021.5,5037.2,10
강북구,강북2동,2024-07,5000.6,4950.5,11
강북구,강북2동,2024-08,5146.8,5132.6,8
강북구,강북2동,2024-09,4986.4,4980.4,10
강북구,강북2동,2024-10,4933.6,4932.1,7
강북구,강북2동,2024-11,5143.5,5184.8,12
강북구,강북2동,2024-12,5045.4,4999.6,5
강북구,강북2동,2025-01,5074.0,5051.2,10
강북구,강북2동,2025-02,4992.1,5081.9,11
강북구,강북2동,2025-03,5282.3,5331.4,4
강북구,강북2동,2025-04,5041.5,4960.2,6
강북구,강북2동,2025-05,5145.3,5138.6,12
강북구,강북2동,2025-06,5544.5,5559.4,10
강북구,강북2동,2025-07,5107.5,5107.3,10
강북구,강북2동,2025-08,5084.5,5143.4,8
강북구,강북2동,2025-09,5138.9,5148.8,12
강북구,강북2동,2025-10,5244.4,5278.1,11
강북구,강북2동,2025-11,4979.2,5021.8,6
강북구,강북2동,2025-12,5102.5,5105.8,8
강북구,강북2동,2026-01,5090.2,5058.6,11
강북구,강북2동,2026-02,5051.5,5038.6,9
강북구,강북2동,2026-03,5153.5,5165.4,14
강북구,강북2동,2026-04,5267.0,5295.3,13
강북구,강북2동,2026-05,5060.1,4987.1,9
강북구,강북2동,2026-06,5133.5,5161.7,13
강북구,강북2동,2026-07,5258.5,5226.8,10
강북구,강북2동,2026-08,5330.4,5357.5,9
강서구,강서1동,2024-05,5579.0,5590.8,6
강서구,강서1동,2024-06,5812.9,5832.7,8
강서구,강서1동,2024-08,6084.4,6154.0,8
강서구,강서1동,2024-09,5688.4,5639.7,9
강서구,강서1동,2024-10,5581.1,5511.9,4
강서구,강서1동,2024-11,5716.4,5726.8,8
강서구,강서1동,2024-12,5469.0,5356.9,13
강서구,강서1동,2025-01,6027.6,6066.0,5
강서구,강서1동,2025-02,5686.4,5683.8,12
강서구,강서1동,2025-03,5529.6,5550.4,10
강서구,강서1동,2025-04,5560.6,5560.8,8
강서구,강서1동,2025-05,5607.0,5635.5,11
강서구,강서1동,2025-06,6177.6,6118.6,10
강서구,강서1동,2025-07,5706.1,5782.0,7
강서구,강서1동,2025-08,5836.6,5805.8,14
강서구,강서1동,2025-09,5969.0,6026.8,12
강서구,강서1동,2025-10,5790.6,5778.6,10
강서구,강서1동,2025-11,5965.2,6009.9,9
강서구,강서1동,2025-12,5631.2,5523.6,6
강서구,강서1동,2026-01,5550.2,5430.9,6
강서구,강서1동,2026-02,5629.8,5661.6,9
강서구,강서1동,2026-03,5870.0,5694.6,5
강서구,강서1동,2026-06,5940.2,5971.5,6
강서구,강서1동,2026-07,5805.5,5837.9,13
강서구,강서1동,2026-08,5979.1,6001.6,8
강서구,강서2동,2024-05,5698.1,5717.9,10
강서구,강서2동,2024-06,5630.2,5663.9,6
강서구,강서2동,2024-07,5801.3,5842.6,6
강서구,강서2동,2024-08,5967.8,5945.2,6
강서구,강서2동,2024-09,5778.6,5706.6,8
강서구,강서2동,2024-10,5688.9,5652.0,7
강서구,강서2동,2024-11,5585.7,5656.8,10
강서구,강서2동,2024-12,5605.4,5641.6,10
강서구,강서2동,2025-01,5936.1,5954.8,16
강서구,강서2동,2025-02,5712.3,5710.0,6
강서구,강서2동,2025-03,5642.8,5709.6,11
강서구,강서2동,2025-04,5745.2,5688.3,9
강서구,강서2동,2025-07,5685.7,5704.5,5
강서구,강서2동,2025-08,5784.6,5819.2,6
강서구,강서2동,2025-09,5761.0,5728.4,10
강서구,강서2동,2025-10,5759.2,5732.0,13
강서구,강서2동,2025-11,5794.2,5755.5,9
강서구,강서2동,2025-12,5758.2,5690.0,8
강서구,강서2동,2026-01,6006.4,6210.0,8
강서구,강서2동,2026-02,5615.2,5594.9,10
강서구,강서2동,2026-03,5950.3,6037.2,7
강서구,강서2동,2026-04,5670.2,5636.2,8
강서구,강서2동,2026-05,5956.7,5894.2,11
강서구,강서2동,2026-08,5983.3,5975.8,12
강서구,강서3동,2024-05,5772.0,5862.6,9
강서구,강서3동,2024-07,6100.8,6175.7,9
강서구,강서3동,2024-08,5893.5,5922.1,5
강서구,강서3동,2024-09,5504.5,5460.0,10
강서구,강서3동,2024-10,5689.7,5638.6,7
강서구,강서3동,2024-12,5917.4,6020.8,9
강서구,강서3동,2025-01,5931.2,5994.6,9
강서구,강서3동,2025-02,5714.3,5799.9,8
강서구,강서3동,2025-03,5674.1,5646.4,8
강서구,강서3동,2025-04,5673.3,5733.4,8
강서구,강서3동,2025-05,5569.4,5523.4,11
강서구,강서3동,2025-06,6195.5,6276.7,5
강서구,강서3동,2025-07,5722.5,5702.2,10
강서구,강서3동,2025-08,5710.9,5698.4,11
강서구,강서3동,2025-10,5869.2,5835.6,8
강서구,강서3동,2025-11,5499.6,5499.6,2
강서구,강서3동,2026-01,5944.3,5926.1,3
강서구,강서3동,2026-02,5819.4,5767.6,10
강서구,강서3동,2026-03,5841.2,5844.9,11
강서구,강서3동,2026-04,5768.7,5780.2,15
강서구,강서3동,2026-05,6001.6,6055.2,14
강서구,강서3동,2026-06,5739.3,5756.0,8
강서구,강서3동,2026-07,5920.4,5935.2,16
관악구,관악1동,2024-05,8205.2,8105.0,8
관악구,관악1동,2024-06,8546.8,8608.6,10
관악구,관악1동,2024-07,8598.3,8532.0,5
관악구,관악1동,2024-08,8036.2,7741.5,8
관악구,관악1동,2024-09,8212.4,8328.3,10
관악구,관악1동,2024-10,8170.4,8071.8,8
관악구,관악1동,2024-11,8037.3,8078.0,9
관악구,관악1동,2024-12,8260.8,8395.6,7
관악구,관악1동,2025-01,8679.8,8533.1,7
관악구,관악1동,2025-02,8990.2,8785.9,5
관악구,관악1동,2025-04,8624.2,8657.8,11
관악구,관악1동,2025-05,8695.1,8705.2,6
관악구,관악1동,2025-06,9273.0,9382.8,11
관악구,관악1동,2025-08,8982.6,9120.2,6
관악구,관악1동,2025-09,8230.0,8145.2,9
관악구,관악1동,2025-11,8804.0,8716.1,6
관악구,관악1동,2025-12,8592.9,8513.6,11
관악구,관악1동,2026-01,8574.3,8606.3,13
관악구,관악1동,2026-03,8171.1,7797.3,7
관악구,관악1동,2026-04,9065.3,9086.4,6
관악구,관악1동,2026-05,8527.1,8628.3,3
관악구,관악1동,2026-06,8564.8,8581.3,14
관악구,관악1동,2026-08,8761.5,8803.2,12
관악구,관악2동,2024-05,8297.5,8264.2,14
관악구,관악2동,2024-06,8292.2,8269.7,6
관악구,관악2동,2024-07,8724.9,8820.2,11
관악구,관악2동,2024-08,8191.6,8154.0,6
관악구,관악2동,2024-10,8437.2,8396.8,12
관악구,관악2동,2024-11,8204.3,8187.4,9
관악구,관악2동,2025-01,8408.8,8322.6,11
관악구,관악2동,2025-02,8491.5,8379.3,8
관악구,관악2동,2025-03,8367.2,8224.5,9
관악구,관악2동,2025-04,8437.3,8473.1,13
관악구,관악2동,2025-05,8694.1,8818.8,11
관악구,관악2동,2025-06,8954.5,8897.6,8
관악구,관악2동,2025-07,8734.2,8696.8,14
관악구,관악2동,2025-08,9045.6,9086.0,10
관악구,관악2동,2025-09,8428.7,8501.2,7
관악구,관악2동,2025-10,8306.9,8249.0,10
관악구,관악2동,2025-11,9029.5,9019.5,11
관악구,관악2동,2025-12,8662.5,8721.4,15
관악구,관악2동,2026-01,8808.9,8962.7,8
관악구,관악2동,2026-02,8628.9,8624.1,13
관악구,관악2동,2026-03,8491.7,8597.2,8
관악구,관악2동,2026-06,8714.7,8664.9,15
관악구,관악2동,2026-07,8745.4,8719.5,12
관악구,관악2동,2026-08,8932.5,8976.9,8
관악구,관악3동,2024-07,8789.5,8750.1,14
관악구,관악3동,2024-08,8537.8,8505.0,15
관악구,관악3동,2024-09,8407.8,8393.5,13
관악구,관악3동,2024-10,8558.2,8701.7,10
관악구,관악3동,2024-11,8283.1,8285.2,6
관악구,관악3동,2024-12,8006.0,7928.7,8
관악구,관악3동,2025-01,8592.5,8557.0,6
관악구,관악3동,2025-02,8502.0,8533.8,12
관악구,관악3동,2025-03,8513.7,8466.5,8
관악구,관악3동,2025-04,8683.7,8654.2,12
관악구,관악3동,2025-05,8786.2,8811.3,6
관악구,관악3동,2025-07,8526.7,8539.2,7
관악구,관악3동,2025-08,8760.1,8728.1,11
관악구,관악3동,2025-09,8400.4,8518.4,9
관악구,관악3동,2025-10,8356.8,8373.3,6
관악구,관악3동,2025-11,8785.0,8772.6,15
관악구,관악3동,2025-12,8621.9,8591.0,14
관악구,관악3동,2026-01,8512.3,8508.2,9
관악구,관악3동,2026-02,8313.4,8332.6,4
관악구,관악3동,2026-03,8496.5,8416.3,7
관악구,관악3동,2026-04,8802.9,8802.9,2
관악구,관악3동,2026-05,8526.2,8604.0,7
관악구,관악3동,2026-07,8943.9,9013.2,15
광진구,광진1동,2024-05,6980.0,7021.0,7
광진구,광진1동,2024-06,6873.2,7013.4,9
광진구,광진1동,2024-07,7081.1,7010.2,12
광진구,광진1동,2024-09,7093.2,7098.0,6
광진구,광진1동,2024-10,6899.2,6800.4,6
광진구,광진1동,2024-11,7138.2,7045.3,8
광진구,광진1동,2025-01,7289.2,7380.8,13
광진구,광진1동,2025-03,6939.6,7032.4,12
광진구,광진1동,2025-05,7378.3,7470.1,5
광진구,광진1동,2025-06,7783.7,7706.1,3
광진구,광진1동,2025-07,7318.1,7385.0,10
광진구,광진1동,2025-08,7173.2,7261.1,7
광진구,광진1동,2025-10,7444.3,7351.1,5
광진구,광진1동,2025-11,7223.9,7160.8,5
광진구,광진1동,2025-12,7473.4,7560.6,10
광진구,광진1동,2026-01,7207.3,7180.0,5
광진구,광진1동,2026-02,7748.6,7748.6,2
광진구,광진1동,2026-03,7727.6,7775.2,5
광진구,광진1동,2026-05,7490.9,7618.3,7
광진구,광진1동,2026-06,7559.6,7583.8,8
광진구,광진1동,2026-07,7579.1,7592.0,8
광진구,광진2동,2024-05,6900.6,6937.2,7
광진구,광진2동,2024-06,7198.4,7200.6,10
광진구,광진2동,2024-07,6974.4,7065.8,10
광진구,광진2동,2024-08,6892.4,6845.4,4
광진구,광진2동,2024-09,6843.0,6840.0,5
광진구,광진2동,2024-10,6950.0,6923.0,12
광진구,광진2동,2024-12,7205.9,7162.4,6
광진구,광진2동,2025-01,7320.0,7383.5,10
광진구,광진2동,2025-02,7073.8,7169.3,14
광진구,광진2동,2025-03,6820.5,6820.6,6
광진구,광진2동,2025-04,7437.8,7556.4,8
광진구,광진2동,2025-05,7334.0,7362.3,5
광진구,광진2동,2025-06,7796.5,7818.6,12
광진구,광진2동,2025-07,7238.8,7105.7,11
광진구,광진2동,2025-08,7224.0,7270.0,10
광진구,광진2동,2025-09,7350.8,7389.5,8
광진구,광진2동,2025-10,7547.8,7497.8,11
광진구,광진2동,2025-12,7502.3,7581.2,10
광진구,광진2동,2026-01,7481.3,7455.6,4
광진구,광진2동,2026-02,7570.2,7640.9,6
광진구,광진2동,2026-03,7613.6,7642.8,13
광진구,광진2동,2026-04,7299.4,7241.2,6
광진구,광진2동,2026-05,7468.9,7549.6,5
광진구,광진2동,2026-06,7456.4,7428.4,12
광진구,광진2동,2026-07,7546.0,7486.8,3
광진구,광진2동,2026-08,7615.6,7475.4,7
광진구,광진3동,2024-06,6913.3,6964.6,4
광진구,광진3동,2024-08,7107.0,7073.1,11
광진구,광진3동,2024-10,7051.5,7017.6,10
광진구,광진3동,2024-11,7103.1,7198.3,9
광진구,광진3동,2024-12,7180.3,7150.7,18
광진구,광진3동,2025-01,7414.6,7429.7,9
광진구,광진3동,2025-02,6899.2,7079.0,7
광진구,광진3동,2025-03,7166.3,7258.6,8
광진구,광진3동,2025-04,7217.7,7360.7,7
광진구,광진3동,2025-06,7908.4,7899.7,9
광진구,광진3동,2025-07,7216.6,7123.8,14
광진구,광진3동,2025-08,7332.5,7356.7,9
광진구,광진3동,2025-09,7384.6,7342.6,13
광진구,광진3동,2025-10,7526.3,7558.2,11
광진구,광진3동,2025-11,7246.8,7181.5,7
광진구,광진3동,2025-12,7569.2,7514.8,14
광진구,광진3동,2026-01,7533.6,7487.8,13
광진구,광진3동,2026-02,7447.0,7623.4,7
광진구,광진3동,2026-04,7080.6,7013.6,13
광진구,광진3동,2026-05,7411.9,7454.0,6
광진구,광진3동,2026-06,7331.9,7369.0,8
광진구,광진3동,2026-07,7548.6,7629.8,13
광진구,광진3동,2026-08,7950.6,7964.9,5
구로구,구로1동,2024-05,7676.8,7809.2,13
구로구,구로1동,2024-06,7607.2,7557.6,13
구로구,구로1동,2024-08,7800.5,7853.0,4
구로구,구로1동,2024-11,8152.5,8112.3,6
구로구,구로1동,2024-12,7640.5,7731.2,8
구로구,구로1동,2025-01,7481.2,7458.5,8
구로구,구로1동,2025-02,7629.8,7595.7,13
구로구,구로1동,2025-03,7551.8,7549.0,10
구로구,구로1동,2025-04,7601.4,7743.5,8
구로구,구로1동,2025-05,7695.4,7622.4,6
구로구,구로1동,2025-06,8440.0,8487.6,11
구로구,구로1동,2025-07,7432.7,7413.8,13
구로구,구로1동,2025-08,7869.7,8011.5,13
구로구,구로1동,2025-09,7906.8,7864.6,14
구로구,구로1동,2025-10,7633.0,7603.3,9
구로구,구로1동,2025-11,7728.1,7687.6,8
구로구,구로1동,2025-12,8048.0,8030.2,8
구로구,구로1동,2026-01,7911.2,7990.8,12
구로구,구로1동,2026-02,7771.0,7575.0,13
구로구,구로1동,2026-03,7480.1,7419.0,6
구로구,구로1동,2026-05,7552.6,7536.1,5
구로구,구로1동,2026-06,7812.5,7657.1,9
구로구,구로1동,2026-07,7722.3,7787.4,8
구로구,구로1동,2026-08,7590.9,7658.3,6
구로구,구로2동,2024-05,7975.9,7998.6,10
구로구,구로2동,2024-06,7835.3,7651.0,6
구로구,구로2동,2024-08,7780.8,7877.7,7
구로구,구로2동,2024-09,7921.2,7894.4,6
구로구,구로2동,2024-11,7881.6,7929.2,11
구로구,구로2동,2025-02,7598.5,7692.7,10
구로구,구로2동,2025-03,7836.2,7858.4,6
구로구,구로2동,2025-05,7286.4,7316.4,4
구로구,구로2동,2025-06,8276.1,8392.3,5
구로구,구로2동,2025-07,7729.4,7724.8,5
구로구,구로2동,2025-08,8016.4,8006.8,10
구로구,구로2동,2025-09,7852.2,7830.4,8
구로구,구로2동,2025-10,7847.2,7817.2,10
구로구,구로2동,2025-12,8029.1,8103.1,7
구로구,구로2동,2026-01,7763.5,7769.0,6
구로구,구로2동,2026-04,8223.5,8222.6,5
구로구,구로2동,2026-05,7538.9,7453.4,8
구로구,구로2동,2026-06,8022.6,8004.2,14
구로구,구로2동,2026-08,7659.6,7517.8,9
구로구,구로3동,2024-05,7618.0,7563.1,9
구로구,구로3동,2024-06,7568.5,7552.0,6
구로구,구로3동,2024-07,7652.9,7601.9,11
구로구,구로3동,2024-08,7866.6,7891.6,11
구로구,구로3동,2024-10,7638.2,7657.3,11
구로구,구로3동,2024-12,7760.1,7807.0,8
구로구,구로3동,2025-02,7492.0,7354.0,13
구로구,구로3동,2025-04,7612.4,7654.6,8
구로구,구로3동,2025-05,7562.2,7587.7,9
구로구,구로3동,2025-06,8445.0,8468.0,8
구로구,구로3동,2025-07,7507.6,7497.9,15
구로구,구로3동,2025-08,7790.4,7839.9,6
구로구,구로3동,2025-10,7650.3,7699.8,7
구로구,구로3동,2026-02,7979.5,8097.0,8
구로구,구로3동,2026-05,7878.7,7779.1,11
구로구,구로3동,2026-06,7903.3,7930.8,10
구로구,구로3동,2026-07,7720.4,7765.6,8
구로구,구로4동,2024-05,7758.3,7788.6,13
구로구,구로4동,2024-06,7800.2,7704.8,8
구로구,구로4동,2024-07,7734.5,7558.5,11
구로구,구로4동,2024-08,7771.6,7663.9,17
구로구,구로4동,2024-09,7880.6,7875.6,12
구로구,구로4동,2024-10,7666.8,7757.6,6
구로구,구로4동,2024-11,7909.9,8071.4,12
구로구,구로4동,2024-12,7583.5,7639.8,12
구로구,구로4동,2025-01,7491.2,7374.4,8
구로구,구로4동,2025-03,7436.4,7510.8,3
구로구,구로4동,2025-05,7570.6,7486.8,16
구로구,구로4동,2025-06,8324.7,8343.1,7
구로구,구로4동,2025-07,7520.9,7504.1,11
구로구,구로4동,2025-08,7914.6,7873.6,8
구로구,구로4동,2025-10,7938.2,7918.2,18
구로구,구로4동,2025-11,7591.5,7468.8,10
구로구,구로4동,2026-01,8077.1,8013.0,9
구로구,구로4동,2026-02,7621.3,7497.6,10
구로구,구로4동,2026-03,7811.6,7937.2,10
구로구,구로4동,2026-04,7693.1,7772.6,11
구로구,구로4동,2026-05,7486.6,7485.4,4
구로구,구로4동,2026-06,7928.9,7941.2,10
구로구,구로4동,2026-08,7555.3,7437.2,7
금천구,금천1동,2024-05,8965.5,9064.6,6
금천구,금천1동,2024-06,9010.8,9005.6,9
금천구,금천1동,2024-07,9298.2,9296.0,4
금천구,금천1동,2024-08,8930.9,9042.3,10
금천구,금천1동,2024-09,9061.8,9029.8,10
금천구,금천1동,2024-10,8921.1,8887.8,11
금천구,금천1동,2024-11,8617.4,8740.6,10
금천구,금천1동,2024-12,8966.6,9060.5,12
금천구,금천1동,2025-01,8907.2,8894.0,8
금천구,금천1동,2025-02,8891.1,8839.7,9
금천구,금천1동,2025-03,8511.0,8550.8,7
금천구,금천1동,2025-04,9091.6,9062.7,15
금천구,금천1동,2025-05,9074.2,8995.4,8
금천구,금천1동,2025-06,9952.5,10139.1,7
금천구,금천1동,2025-07,9334.5,9379.0,10
금천구,금천1동,2025-08,8866.5,8896.7,9
금천구,금천1동,2025-09,8878.0,8797.6,4
금천구,금천1동,2025-10,8900.4,8951.6,8
금천구,금천1동,2025-11,8859.6,8623.2,10
금천구,금천1동,2025-12,8565.7,8513.6,11
금천구,금천1동,2026-01,8766.1,8690.0,6
금천구,금천1동,2026-02,8812.2,8855.5,7
금천구,금천1동,2026-03,9166.7,9196.1,7
금천구,금천1동,2026-04,9134.3,9170.0,15
금천구,금천1동,2026-05,9220.8,9293.0,6
금천구,금천1동,2026-06,8961.6,8786.9,9
금천구,금천1동,2026-07,8867.3,8913.7,5
금천구,금천1동,2026-08,9259.0,9449.8,7
금천구,금천2동,2024-05,8920.4,8903.0,9
금천구,금천2동,2024-06,9176.0,9358.1,7
금천구,금천2동,2024-07,8861.4,8925.3,11
금천구,금천2동,2024-08,9242.3,9129.6,8
금천구,금천2동,2024-09,8955.4,8889.7,6
금천구,금천2동,2024-10,8610.9,8625.8,9
금천구,금천2동,2024-11,8573.4,8573.4,2
금천구,금천2동,2024-12,8731.9,8734.4,7
금천구,금천2동,2025-01,9120.2,9002.7,5
금천구,금천2동,2025-02,8777.1,8812.2,10
금천구,금천2동,2025-03,8929.7,8884.4,8
