구,법정동,계약년월,평균평단가,중위평단가,거래건수
강남구,도곡동,2025-09,9390.6,9631.4,18
강남구,도곡동,2025-10,10726.7,11258.1,29
강남구,도곡동,2025-11,9995.2,9667.8,28
강남구,도곡동,2025-12,9825.6,9597.5,24
강남구,도곡동,2026-01,7484.3,5571.0,18
강남구,도곡동,2026-02,8339.6,8134.2,18
강남구,도곡동,2026-03,6434.3,5410.0,21
강남구,도곡동,2026-04,10293.2,10051.1,40
강남구,도곡동,2026-05,10228.2,10209.8,49
강남구,도곡동,2026-06,10904.0,10962.8,28
강남구,도곡동,2026-07,9445.8,9427.1,18
강남구,도곡동,2026-08,19434.8,19434.8,1
강남구,삼성동,2024-05,8164.1,8219.3,12
강남구,삼성동,2024-06,9220.3,9099.3,19
강남구,삼성동,2024-07,8861.0,8522.7,31
강남구,삼성동,2024-08,9517.8,9413.5,38
강남구,삼성동,2024-09,8829.9,8901.2,12
강남구,삼성동,2024-10,9526.8,9300.9,15
강남구,삼성동,2024-11,8532.5,9200.0,13
강남구,삼성동,2024-12,8420.9,8907.3,9
강남구,삼성동,2025-01,9435.9,8980.1,9
강남구,삼성동,2025-02,10263.9,10295.8,55
강남구,삼성동,2025-03,10123.1,10348.9,78
강남구,삼성동,2025-04,10105.3,11477.6,8
강남구,삼성동,2025-05,11121.7,11476.6,18
강남구,삼성동,2025-06,11273.8,12041.3,38
강남구,삼성동,2025-07,11120.9,11408.0,24
강남구,삼성동,2025-08,10212.5,9919.7,8
강남구,삼성동,2025-09,12132.6,12558.2,19
강남구,삼성동,2025-10,11378.0,10878.8,36
강남구,삼성동,2025-11,10642.0,10923.7,27
강남구,삼성동,2025-12,11044.9,12147.3,12
강남구,삼성동,2026-01,10399.5,10430.4,18
강남구,삼성동,2026-02,14003.6,13931.8,15
강남구,삼성동,2026-03,11358.2,11835.9,17
강남구,삼성동,2026-04,10087.9,10256.4,38
강남구,삼성동,2026-05,11336.6,11702.3,47
강남구,삼성동,2026-06,11757.1,12022.1,19
강남구,삼성동,2026-07,12678.5,13563.0,12
강남구,세곡동,2024-05,5822.8,5750.0,9
강남구,세곡동,2024-06,5599.7,5650.6,11
강남구,세곡동,2024-07,6228.4,6005.7,20
강남구,세곡동,2024-08,6992.3,7258.5,4
강남구,세곡동,2024-10,5378.8,5533.7,7
강남구,세곡동,2024-11,5566.2,5436.9,3
강남구,세곡동,2024-12,5238.9,5650.6,5
강남구,세곡동,2025-01,6280.1,6234.4,3
강남구,세곡동,2025-02,6277.7,6235.2,8
강남구,세곡동,2025-03,6152.4,6313.1,15
강남구,세곡동,2025-05,6276.4,5991.9,4
강남구,세곡동,2025-06,6328.6,6280.8,13
강남구,세곡동,2025-07,6849.9,6754.5,20
강남구,세곡동,2025-08,6438.4,6553.9,5
강남구,세곡동,2025-09,6597.4,6817.3,6
강남구,세곡동,2025-10,6992.4,6993.6,18
강남구,세곡동,2025-11,7890.6,7920.9,10
강남구,세곡동,2025-12,8446.4,8403.8,5
강남구,세곡동,2026-01,6723.6,7306.8,6
강남구,세곡동,2026-02,7512.7,7501.2,4
강남구,세곡동,2026-03,8719.9,8719.9,2
강남구,세곡동,2026-04,6243.3,6242.4,4
강남구,세곡동,2026-05,7415.2,7306.0,3
강남구,세곡동,2026-06,7925.1,8315.4,9
강남구,세곡동,2026-07,7455.6,8403.8,3
강남구,세곡동,2026-08,6224.9,6224.9,1
강남구,수서동,2024-05,7483.6,7477.5,14
강남구,수서동,2024-06,7914.1,8055.8,43
강남구,수서동,2024-07,7777.1,7849.2,48
강남구,수서동,2024-08,7473.7,7661.0,19
강남구,수서동,2024-09,7758.4,8299.3,10
강남구,수서동,2024-10,8380.9,8327.1,18
강남구,수서동,2024-11,8046.2,8384.6,28
강남구,수서동,2024-12,8198.4,8446.9,11
강남구,수서동,2025-01,8552.0,8665.2,11
강남구,수서동,2025-02,8323.6,8618.6,38
강남구,수서동,2025-03,8644.4,8744.3,56
강남구,수서동,2025-04,8504.1,8660.2,3
강남구,수서동,2025-05,9020.4,9193.9,16
강남구,수서동,2025-06,9158.3,9223.4,38
강남구,수서동,2025-07,10247.0,10277.3,20
강남구,수서동,2025-08,10239.0,10078.7,11
강남구,수서동,2025-09,10348.1,10560.2,20
강남구,수서동,2025-10,11235.7,11687.2,31
강남구,수서동,2025-11,11650.5,12618.4,15
강남구,수서동,2025-12,12286.9,13161.4,16
강남구,수서동,2026-01,12626.4,13486.2,19
강남구,수서동,2026-02,13184.3,13829.3,15
강남구,수서동,2026-03,13546.7,13582.2,13
강남구,수서동,2026-04,13137.1,13198.2,23
강남구,수서동,2026-05,11437.3,11954.3,25
강남구,수서동,2026-06,13863.6,13918.1,11
강남구,수서동,2026-07,13436.6,13597.7,16
강남구,신사동,2024-06,6335.1,6226.4,5
강남구,신사동,2024-07,5978.0,6743.1,4
강남구,신사동,2024-08,4444.0,4444.0,2
강남구,신사동,2024-09,6243.4,6243.4,1
강남구,신사동,2024-11,7741.5,7592.8,3
강남구,신사동,2025-01,4968.1,4968.1,1
강남구,신사동,2025-02,8547.6,8547.6,2
강남구,신사동,2025-03,5630.3,5401.6,5
강남구,신사동,2025-05,4883.3,4084.6,3
강남구,신사동,2025-06,5937.9,6543.3,3
강남구,신사동,2025-07,7202.2,7202.2,1
강남구,신사동,2025-08,7412.9,7412.9,2
강남구,신사동,2025-09,9072.0,9072.0,2
강남구,신사동,2025-10,6816.0,7302.3,4
강남구,신사동,2025-11,7746.7,6906.8,5
강남구,신사동,2025-12,10879.5,10879.5,1
강남구,신사동,2026-01,8094.4,8094.4,2
강남구,신사동,2026-02,6468.8,5236.2,6
강남구,신사동,2026-03,6004.7,6004.7,2
강남구,신사동,2026-04,8666.9,9049.0,3
강남구,신사동,2026-05,7239.5,7382.2,5
강남구,신사동,2026-06,9132.0,9132.0,1
강남구,압구정동,2024-05,12520.7,12363.1,15
강남구,압구정동,2024-06,12502.3,12256.4,27
강남구,압구정동,2024-07,12761.8,12445.8,51
강남구,압구정동,2024-08,13475.6,13329.8,43
강남구,압구정동,2024-09,14153.5,13710.5,18
강남구,압구정동,2024-10,14525.6,14359.6,38
강남구,압구정동,2024-11,14714.0,14705.5,29
강남구,압구정동,2024-12,14387.6,13879.6,28
강남구,압구정동,2025-01,15332.3,15359.8,17
강남구,압구정동,2025-02,15459.1,15312.5,33
강남구,압구정동,2025-03,16096.7,15578.8,37
강남구,압구정동,2025-04,17114.6,17096.5,38
강남구,압구정동,2025-05,18020.5,17808.2,17
강남구,압구정동,2025-06,18853.9,18411.7,49
강남구,압구정동,2025-07,20449.4,19942.0,28
강남구,압구정동,2025-08,18616.0,18044.3,7
강남구,압구정동,2025-09,20816.6,21277.3,6
강남구,압구정동,2025-10,19479.3,19093.9,12
강남구,압구정동,2025-11,20796.8,20802.0,8
강남구,압구정동,2025-12,21531.4,20466.7,5
강남구,압구정동,2026-01,19066.4,18054.7,14
강남구,압구정동,2026-02,20143.8,17881.6,7
강남구,압구정동,2026-03,18076.1,18235.3,7
강남구,압구정동,2026-04,17611.0,16906.0,25
강남구,압구정동,2026-05,18181.2,17656.1,36
강남구,압구정동,2026-06,18152.7,17797.1,18
강남구,압구정동,2026-07,18353.7,18021.6,14
강남구,압구정동,2026-08,16594.0,16594.0,1
강남구,역삼동,2024-05,9289.5,9822.7,22
강남구,역삼동,2024-06,9073.4,10268.3,65
강남구,역삼동,2024-07,9162.4,10456.0,52
강남구,역삼동,2024-08,7954.5,8670.7,39
강남구,역삼동,2024-09,8885.7,10005.5,16
강남구,역삼동,2024-10,10186.2,10977.3,26
강남구,역삼동,2024-11,9264.6,10725.0,24
강남구,역삼동,2024-12,7970.1,7392.9,17
강남구,역삼동,2025-01,10039.5,10882.6,26
강남구,역삼동,2025-02,10501.3,11250.3,82
강남구,역삼동,2025-03,9889.1,11299.9,82
강남구,역삼동,2025-04,7298.4,8016.3,8
강남구,역삼동,2025-05,9548.3,10207.6,27
강남구,역삼동,2025-06,9977.0,9927.7,41
강남구,역삼동,2025-07,8209.4,7588.4,27
강남구,역삼동,2025-08,5940.6,3968.4,12
강남구,역삼동,2025-09,8311.9,8722.0,17
강남구,역삼동,2025-10,9189.8,8789.2,24
강남구,역삼동,2025-11,8858.1,8060.3,26
강남구,역삼동,2025-12,6929.9,5357.5,21
강남구,역삼동,2026-01,6505.7,4751.4,22
강남구,역삼동,2026-02,7074.5,5164.7,18
강남구,역삼동,2026-03,6992.3,5183.2,25
강남구,역삼동,2026-04,9137.8,7625.4,53
강남구,역삼동,2026-05,8949.3,8265.2,72
강남구,역삼동,2026-06,7863.8,6365.7,13
강남구,역삼동,2026-07,9873.4,12263.4,15
강남구,역삼동,2026-08,8092.8,8219.0,3
강남구,율현동,2024-05,5851.4,5897.3,3
강남구,율현동,2024-06,5842.2,5842.2,1
강남구,율현동,2024-07,6016.7,5980.0,3
강남구,율현동,2024-08,4754.3,4754.3,1
강남구,율현동,2024-10,6338.2,6338.2,1
강남구,율현동,2025-07,5870.8,5870.8,2
강남구,율현동,2025-08,5642.0,5642.0,1
강남구,율현동,2025-10,5810.0,5836.5,3
강남구,율현동,2025-11,6822.2,7137.4,4
강남구,율현동,2026-05,6215.7,6215.7,2
강남구,율현동,2026-06,7014.5,7014.5,1
강남구,일원동,2024-05,8788.3,8492.6,23
강남구,일원동,2024-06,8076.0,7843.0,52
강남구,일원동,2024-07,8758.4,7999.3,40
강남구,일원동,2024-08,8753.5,8251.8,25
강남구,일원동,2024-09,9339.0,9319.1,10
강남구,일원동,2024-10,9017.9,8063.9,18
강남구,일원동,2024-11,8940.6,8978.0,16
강남구,일원동,2024-12,9064.3,9499.9,10
강남구,일원동,2025-01,9289.6,9261.7,21
강남구,일원동,2025-02,9473.9,8961.5,53
강남구,일원동,2025-03,9571.1,9072.1,81
강남구,일원동,2025-05,9745.6,9198.4,15
강남구,일원동,2025-06,10135.4,10150.8,30
강남구,일원동,2025-07,10737.6,10557.3,22
강남구,일원동,2025-08,11127.0,10368.9,3
강남구,일원동,2025-09,10434.6,9901.4,10
강남구,일원동,2025-10,12296.8,12443.1,18
강남구,일원동,2025-11,10260.0,9905.1,21
강남구,일원동,2025-12,11885.7,10518.0,9
강남구,일원동,2026-01,12779.4,12649.1,12
강남구,일원동,2026-02,13156.8,12930.6,4
강남구,일원동,2026-03,10273.1,10203.1,11
강남구,일원동,2026-04,10902.0,11402.8,22
강남구,일원동,2026-05,11148.9,11421.3,28
강남구,일원동,2026-06,11515.4,11648.6,7
강남구,일원동,2026-07,11544.4,12403.0,9
강남구,일원동,2026-08,12403.0,12403.0,1
강남구,자곡동,2024-05,5743.7,5666.5,13
강남구,자곡동,2024-06,5763.3,6028.9,15
강남구,자곡동,2024-07,6196.2,6273.6,28
강남구,자곡동,2024-08,5905.2,6403.7,17
강남구,자곡동,2024-09,5951.5,5826.9,12
강남구,자곡동,2024-10,6025.3,5905.9,10
강남구,자곡동,2024-11,5793.9,5626.4,7
강남구,자곡동,2024-12,6038.5,5747.5,9
강남구,자곡동,2025-01,6537.0,6426.7,6
강남구,자곡동,2025-02,6303.3,6304.8,12
강남구,자곡동,2025-03,6210.6,6606.7,36
강남구,자곡동,2025-04,6712.8,6712.8,1
강남구,자곡동,2025-05,6575.2,6697.6,8
강남구,자곡동,2025-06,6444.2,6612.4,21
강남구,자곡동,2025-07,6685.0,6910.0,26
강남구,자곡동,2025-08,6399.2,6311.0,8
강남구,자곡동,2025-09,6455.1,6668.7,24
강남구,자곡동,2025-10,6613.5,6938.9,32
강남구,자곡동,2025-11,7037.2,6950.3,25
강남구,자곡동,2025-12,6261.9,6267.7,11
강남구,자곡동,2026-01,7414.9,7462.6,12
강남구,자곡동,2026-02,7710.2,7782.9,17
강남구,자곡동,2026-03,7362.6,7718.1,7
강남구,자곡동,2026-04,6836.7,7152.9,14
강남구,자곡동,2026-05,7924.9,7733.5,11
강남구,자곡동,2026-06,7168.0,7458.6,7
강남구,자곡동,2026-07,7750.3,8498.9,5
강남구,청담동,2024-05,7480.5,6630.3,11
강남구,청담동,2024-06,9298.1,8624.4,10
강남구,청담동,2024-07,7917.7,7017.9,29
강남구,청담동,2024-08,8769.5,8098.9,31
강남구,청담동,2024-09,8309.4,7055.0,16
강남구,청담동,2024-10,9030.6,8365.2,15
강남구,청담동,2024-11,10751.0,8794.3,17
강남구,청담동,2024-12,9560.1,7002.2,7
강남구,청담동,2025-01,7794.8,7060.5,14
강남구,청담동,2025-02,8972.0,7481.5,49
강남구,청담동,2025-03,9848.7,9336.0,42
강남구,청담동,2025-04,8725.7,7640.1,8
강남구,청담동,2025-05,10623.9,9703.8,14
강남구,청담동,2025-06,9873.0,9492.5,33
강남구,청담동,2025-07,11103.0,10734.1,21
강남구,청담동,2025-08,8304.3,8782.5,5
강남구,청담동,2025-09,10199.8,9400.1,19
강남구,청담동,2025-10,8654.1,8455.5,8
강남구,청담동,2025-11,9656.3,9560.9,16
강남구,청담동,2025-12,10194.2,9795.6,7
강남구,청담동,2026-01,8658.0,9080.2,18
강남구,청담동,2026-02,10145.6,8951.5,13
강남구,청담동,2026-03,10289.6,10221.3,13
강남구,청담동,2026-04,10824.6,9339.2,26
강남구,청담동,2026-05,11512.3,9672.5,27
강남구,청담동,2026-06,10536.3,9388.6,10
강남구,청담동,2026-07,10192.1,8217.4,6
강남구,청담동,2026-08,7300.2,7300.2,1
강동구,강일동,2024-05,3966.0,3948.0,10
강동구,강일동,2024-06,3998.3,3803.9,26
강동구,강일동,2024-07,4082.3,3715.3,28
강동구,강일동,2024-08,4022.4,3823.1,19
강동구,강일동,2024-09,4430.9,4465.7,4
강동구,강일동,2024-10,3834.9,3826.9,10
강동구,강일동,2024-11,4189.9,4190.0,6
강동구,강일동,2024-12,3590.6,3519.7,3
강동구,강일동,2025-01,4343.6,4644.8,3
강동구,강일동,2025-02,4269.0,4282.3,13
강동구,강일동,2025-03,3984.3,3903.9,16
강동구,강일동,2025-04,4135.1,3897.0,13
강동구,강일동,2025-05,4132.2,4006.4,9
강동구,강일동,2025-06,4629.2,4891.8,34
강동구,강일동,2025-07,4507.8,4275.0,9
강동구,강일동,2025-08,4470.5,4192.7,20
강동구,강일동,2025-09,4710.4,4693.0,27
강동구,강일동,2025-10,4544.9,4481.5,50
강동구,강일동,2025-11,5009.0,5042.2,9
강동구,강일동,2025-12,4750.0,4600.8,14
강동구,강일동,2026-01,5172.8,5077.8,17
강동구,강일동,2026-02,5310.7,5071.4,17
강동구,강일동,2026-03,5743.9,5919.0,28
강동구,강일동,2026-04,5220.5,5049.3,22
강동구,강일동,2026-05,5547.5,5240.5,25
강동구,강일동,2026-06,5768.1,6048.0,25
강동구,강일동,2026-07,6241.0,6454.3,22
강동구,강일동,2026-08,6392.3,6392.3,1
강동구,고덕동,2024-05,6079.5,6396.2,63
강동구,고덕동,2024-06,6509.7,6800.8,130
강동구,고덕동,2024-07,6152.1,6220.6,70
강동구,고덕동,2024-08,6317.4,6342.8,48
강동구,고덕동,2024-09,6244.1,6224.1,11
강동구,고덕동,2024-10,5685.9,5304.6,15
강동구,고덕동,2024-11,6622.4,7020.2,18
강동구,고덕동,2024-12,7063.1,7216.4,15
강동구,고덕동,2025-01,7267.3,7518.0,31
강동구,고덕동,2025-02,7295.9,7643.2,79
강동구,고덕동,2025-03,6953.1,6691.0,90
강동구,고덕동,2025-04,6916.8,7206.5,39
강동구,고덕동,2025-05,7343.0,7891.9,98
강동구,고덕동,2025-06,7336.7,7404.2,133
강동구,고덕동,2025-07,7262.9,7308.4,18
강동구,고덕동,2025-08,7790.4,7557.2,40
강동구,고덕동,2025-09,7888.8,7802.2,135
강동구,고덕동,2025-10,8430.6,8139.9,61
강동구,고덕동,2025-11,6755.4,5938.0,4
강동구,고덕동,2025-12,7877.6,8108.8,18
강동구,고덕동,2026-01,7551.7,7787.5,23
강동구,고덕동,2026-02,7491.2,7785.1,22
강동구,고덕동,2026-03,8134.1,8406.6,18
강동구,고덕동,2026-04,9061.3,9182.3,61
강동구,고덕동,2026-05,8221.6,8200.1,53
강동구,고덕동,2026-06,8052.0,8232.4,28
강동구,고덕동,2026-07,7947.7,8146.3,18
강동구,고덕동,2026-08,4360.5,4360.5,1
강동구,길동,2024-05,3407.2,3246.6,24
강동구,길동,2024-06,3316.6,3233.0,38
강동구,길동,2024-07,3033.9,2726.2,47
강동구,길동,2024-08,3657.8,3798.9,36
강동구,길동,2024-09,3682.5,3260.4,26
강동구,길동,2024-10,3250.1,3079.1,24
강동구,길동,2024-11,3831.3,3658.8,16
강동구,길동,2024-12,4091.4,4208.8,86
강동구,길동,2025-01,3155.3,3157.9,16
강동구,길동,2025-02,3390.0,2995.6,40
강동구,길동,2025-03,3373.7,3466.7,57
강동구,길동,2025-04,3632.6,3397.5,33
강동구,길동,2025-05,3678.1,3469.5,40
강동구,길동,2025-06,4299.8,4450.8,82
강동구,길동,2025-07,3710.3,3756.0,30
강동구,길동,2025-08,4117.7,4531.2,56
강동구,길동,2025-09,4279.8,4183.7,64
강동구,길동,2025-10,4199.9,4017.7,70
강동구,길동,2025-11,3624.6,3447.4,18
강동구,길동,2025-12,3680.6,3019.6,22
강동구,길동,2026-01,4368.2,3533.1,34
강동구,길동,2026-02,4256.6,4268.9,36
강동구,길동,2026-03,3610.9,2843.9,24
강동구,길동,2026-04,4263.9,3293.8,64
강동구,길동,2026-05,4357.8,3252.5,52
강동구,길동,2026-06,4490.4,3719.2,41
강동구,길동,2026-07,4113.6,3481.1,24
강동구,길동,2026-08,2910.4,2910.4,2
강동구,둔촌동,2024-05,4382.9,4617.5,9
강동구,둔촌동,2024-06,4028.3,4051.4,27
강동구,둔촌동,2024-07,4457.4,4700.5,25
강동구,둔촌동,2024-08,4757.0,4847.2,20
강동구,둔촌동,2024-09,4444.9,4362.0,10
강동구,둔촌동,2024-10,3766.5,3851.7,16
강동구,둔촌동,2024-11,4559.8,4481.4,16
강동구,둔촌동,2024-12,6470.7,4976.9,16
강동구,둔촌동,2025-01,3627.5,3334.0,13
강동구,둔촌동,2025-02,4637.2,4728.8,24
강동구,둔촌동,2025-03,4949.6,4747.8,41
강동구,둔촌동,2025-04,4489.7,4605.4,20
강동구,둔촌동,2025-05,4193.0,3814.1,31
강동구,둔촌동,2025-06,4721.5,4558.4,65
강동구,둔촌동,2025-07,4611.3,4217.0,13
강동구,둔촌동,2025-08,4379.8,4171.6,18
강동구,둔촌동,2025-09,4934.1,4769.9,68
강동구,둔촌동,2025-10,5156.7,5142.2,57
강동구,둔촌동,2025-11,5813.0,6209.8,9
강동구,둔촌동,2025-12,5071.2,5040.4,24
강동구,둔촌동,2026-01,5583.6,5860.8,27
강동구,둔촌동,2026-02,5451.3,5710.3,20
강동구,둔촌동,2026-03,5950.9,5670.0,23
강동구,둔촌동,2026-04,9797.3,10696.5,60
강동구,둔촌동,2026-05,9468.0,10657.6,85
강동구,둔촌동,2026-06,7614.3,7350.2,26
강동구,둔촌동,2026-07,7355.5,7208.0,13
강동구,둔촌동,2026-08,6508.8,6303.1,5
강동구,명일동,2024-05,5153.2,4702.4,31
강동구,명일동,2024-06,5346.3,5438.0,75
강동구,명일동,2024-07,5299.3,5367.3,78
강동구,명일동,2024-08,5278.2,4947.6,65
강동구,명일동,2024-09,4971.1,4947.6,19
강동구,명일동,2024-10,5155.6,4753.3,26
강동구,명일동,2024-11,5341.9,4839.3,23
강동구,명일동,2024-12,5353.9,5060.9,14
강동구,명일동,2025-01,4901.3,4410.8,19
강동구,명일동,2025-02,5208.1,4927.8,55
강동구,명일동,2025-03,5672.8,5325.6,104
강동구,명일동,2025-04,5951.9,5685.2,51
강동구,명일동,2025-05,5874.6,5618.8,86
강동구,명일동,2025-06,6308.9,6111.0,117
강동구,명일동,2025-07,5385.1,4717.6,18
강동구,명일동,2025-08,5757.8,5192.5,29
강동구,명일동,2025-09,6705.4,6532.6,110
강동구,명일동,2025-10,6719.1,6689.2,61
강동구,명일동,2025-11,6060.9,5973.5,12
강동구,명일동,2025-12,6301.5,6302.0,17
강동구,명일동,2026-01,6859.5,6827.7,33
강동구,명일동,2026-02,7576.0,7593.7,22
강동구,명일동,2026-03,7778.2,8338.9,21
강동구,명일동,2026-04,7290.3,7316.6,35
강동구,명일동,2026-05,6475.1,6524.2,49
강동구,명일동,2026-06,7500.3,6856.0,27
강동구,명일동,2026-07,8187.1,8935.6,16
강동구,상일동,2024-05,5792.5,5826.8,36
강동구,상일동,2024-06,5836.7,5747.0,118
강동구,상일동,2024-07,6259.5,6370.5,78
강동구,상일동,2024-08,5949.5,6341.6,43
강동구,상일동,2024-09,5774.0,6421.7,13
강동구,상일동,2024-10,5064.8,5181.7,21
강동구,상일동,2024-11,6236.3,6596.5,22
강동구,상일동,2024-12,6231.6,6750.6,20
강동구,상일동,2025-01,6054.7,6528.5,28
강동구,상일동,2025-02,6120.1,6419.4,67
강동구,상일동,2025-03,6595.3,6835.4,81
강동구,상일동,2025-04,6710.7,6916.8,31
강동구,상일동,2025-05,6821.5,6879.7,88
강동구,상일동,2025-06,6668.9,6624.7,158
강동구,상일동,2025-07,6188.0,6168.0,17
강동구,상일동,2025-08,6438.7,6501.8,45
강동구,상일동,2025-09,7423.2,7450.4,151
강동구,상일동,2025-10,7575.2,7494.6,71
강동구,상일동,2025-11,6666.9,6851.2,9
강동구,상일동,2025-12,6017.8,5798.0,21
강동구,상일동,2026-01,7354.6,7946.6,21
강동구,상일동,2026-02,7445.2,7766.1,32
강동구,상일동,2026-03,7117.1,7366.4,30
강동구,상일동,2026-04,7233.0,7195.3,57
강동구,상일동,2026-05,7267.0,7231.0,60
강동구,상일동,2026-06,7892.5,7946.1,22
강동구,상일동,2026-07,7904.6,7755.2,16
강동구,성내동,2024-05,3972.0,3906.6,16
강동구,성내동,2024-06,4050.5,4200.8,45
강동구,성내동,2024-07,4084.2,4206.9,27
강동구,성내동,2024-08,3918.3,3775.2,27
강동구,성내동,2024-09,3991.5,4096.2,16
강동구,성내동,2024-10,3573.3,3457.7,15
강동구,성내동,2024-11,4156.1,4592.6,11
강동구,성내동,2024-12,3779.1,3730.9,14
강동구,성내동,2025-01,3736.9,3643.2,20
강동구,성내동,2025-02,3852.9,4067.5,20
강동구,성내동,2025-03,3989.5,4206.7,41
강동구,성내동,2025-04,3866.9,3922.2,32
강동구,성내동,2025-05,3744.8,3819.2,20
강동구,성내동,2025-06,4403.5,4285.1,56
강동구,성내동,2025-07,3907.9,3826.4,18
강동구,성내동,2025-08,4105.2,4023.5,36
강동구,성내동,2025-09,4711.3,4473.1,55
강동구,성내동,2025-10,4771.4,4842.2,36
강동구,성내동,2025-11,4730.4,4461.3,13
